Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales
15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,19,Small,Tier 1,Supermarket Type1,5634.6654
15.75,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,19,Small,Tier 1,Supermarket Type1,6308.455
14.5,Regular,0.063962842,Breads,263.1594,OUT049,17,Medium,Tier 1,Supermarket Type1,2616.594
7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,OUT017,9,Medium,Tier 2,Supermarket Type1,1211.756
14.5,Regular,0,Snack Foods,159.3262,OUT035,12,Small,Tier 2,Supermarket Type1,2864.2716
17.35,Low Fat,0.014721579,Frozen Foods,73.1038,OUT045,14,Medium,Tier 2,Supermarket Type1,886.8456
18,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,7,Medium,Tier 3,Supermarket Type2,2441.4886
6.615,Regular,0.091895319,Canned,248.6408,OUT013,29,High,Tier 3,Supermarket Type1,3504.7712
11.5,Regular,0.037646623,Snack Foods,107.5254,OUT045,14,Medium,Tier 2,Supermarket Type1,325.5762
19.1,Low Fat,0.092060694,Others,183.7608,OUT049,17,Medium,Tier 1,Supermarket Type1,4777.7808
7.05,Regular,0.05587277,Breads,222.1088,OUT017,9,Medium,Tier 2,Supermarket Type1,4026.7584
16.35,Low Fat,0.02844314,Household,98.141,OUT010,18,Medium,Tier 3,Grocery Store,386.164
18.35,Regular,0.094296835,Fruits and Vegetables,84.3882,OUT046,19,Small,Tier 1,Supermarket Type1,1116.5466
9.105,Low Fat,0.064410783,Household,33.39,OUT010,18,Medium,Tier 3,Grocery Store,33.29
7.63,Regular,0.134684292,Snack Foods,47.0402,OUT035,12,Small,Tier 2,Supermarket Type1,1470.0864
7.55,Low Fat,0.027224917,Canned,152.934,OUT045,14,Medium,Tier 2,Supermarket Type1,2450.144
5.5,Low Fat,0.047059016,Others,100.1016,OUT013,29,High,Tier 3,Supermarket Type1,2125.2336
7.59,Regular,0.14526636,Fruits and Vegetables,172.908,OUT049,17,Medium,Tier 1,Supermarket Type1,6231.888
9.5,Low Fat,0.041851461,Soft Drinks,31.49,OUT013,29,High,Tier 3,Supermarket Type1,466.06
6.11,Regular,0.152262171,Soft Drinks,44.4086,OUT045,14,Medium,Tier 2,Supermarket Type1,1159.8236
5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,OUT017,9,Medium,Tier 2,Supermarket Type1,1498.05
7.285,Low Fat,0.049954435,Dairy,156.5288,OUT035,12,Small,Tier 2,Supermarket Type1,2356.932
10.65,Low Fat,0.048762383,Others,165.2526,OUT049,17,Medium,Tier 1,Supermarket Type1,3946.8624
17.7,Regular,0,Fruits and Vegetables,46.8034,OUT017,9,Medium,Tier 2,Supermarket Type1,923.4646
12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,OUT013,29,High,Tier 3,Supermarket Type1,2799.689
19.85,Low Fat,0,Health and Hygiene,126.1704,OUT018,7,Medium,Tier 3,Supermarket Type2,1877.556
15.7,Regular,0.204984538,Fruits and Vegetables,111.0544,OUT010,18,Medium,Tier 3,Grocery Store,223.7088
15.6,Low Fat,0.173573164,Fruits and Vegetables,114.4518,OUT017,9,Medium,Tier 2,Supermarket Type1,2390.8878
9.8,Regular,0.056339618,Breads,84.2908,OUT013,29,High,Tier 3,Supermarket Type1,755.0172
19.5,Low Fat,0.014262413,Household,57.1614,OUT013,29,High,Tier 3,Supermarket Type1,331.5684
16.2,Low Fat,0.03338006,Soft Drinks,74.0696,OUT046,19,Small,Tier 1,Supermarket Type1,1416.8224
17.6,Regular,0.016024651,Breads,44.0402,OUT035,12,Small,Tier 2,Supermarket Type1,597.2226
13.6,Low Fat,0.11830085,Snack Foods,196.2136,OUT017,9,Medium,Tier 2,Supermarket Type1,1944.136
18.85,Low Fat,0.167552202,Household,193.1136,OUT035,12,Small,Tier 2,Supermarket Type1,2332.9632
15.1,Regular,0.067181098,Snack Foods,258.8304,OUT049,17,Medium,Tier 1,Supermarket Type1,5424.9384
17.35,Low Fat,0,Others,79.2618,OUT018,7,Medium,Tier 3,Supermarket Type2,966.7416
20.7,Low Fat,0.021431134,Baking Goods,157.0288,OUT046,19,Small,Tier 1,Supermarket Type1,2199.8032
13.5,Regular,0.068256316,Dairy,60.9562,OUT017,9,Medium,Tier 2,Supermarket Type1,533.3058
13.1,Low Fat,0.075563757,Dairy,168.1158,OUT035,12,Small,Tier 2,Supermarket Type1,2005.3896
12.15,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,17,Medium,Tier 1,Supermarket Type1,5073.396
15.1,Low Fat,0.055195461,Fruits and Vegetables,216.1166,OUT035,12,Small,Tier 2,Supermarket Type1,5007.4818
16.7,Low Fat,0.022065676,Dairy,110.5886,OUT046,19,Small,Tier 1,Supermarket Type1,1556.6404
14.65,Low Fat,0.011212719,Others,55.6614,OUT045,14,Medium,Tier 2,Supermarket Type1,1049.9666
13.3,Low Fat,0.063925726,Frozen Foods,151.8708,OUT017,9,Medium,Tier 2,Supermarket Type1,1655.1788
20.1,Low Fat,0.034848629,Household,118.6782,OUT017,9,Medium,Tier 2,Supermarket Type1,2502.7422
14.3,Regular,0,Fruits and Vegetables,89.8856,OUT018,7,Medium,Tier 3,Supermarket Type2,1406.1696
7.42,Low Fat,0.02050719,Snack Foods,249.7092,OUT017,9,Medium,Tier 2,Supermarket Type1,7719.2852
9.5,Low Fat,0.085020342,Hard Drinks,188.7872,OUT013,29,High,Tier 3,Supermarket Type1,1701.7848
7.075,Low Fat,0.097660814,Dairy,141.8128,OUT010,18,Medium,Tier 3,Grocery Store,143.8128
7.96,Low Fat,0,Canned,160.7894,OUT017,9,Medium,Tier 2,Supermarket Type1,3235.788
6.135,Low Fat,0.115265695,Soft Drinks,160.5236,OUT045,14,Medium,Tier 2,Supermarket Type1,2094.6068
14.6,Regular,0.043133816,Fruits and Vegetables,109.7254,OUT018,7,Medium,Tier 3,Supermarket Type2,651.1524
14.3,Regular,0.049676157,Meat,212.4586,OUT046,19,Small,Tier 1,Supermarket Type1,3799.0548
8.315,Regular,0.035644325,Baking Goods,147.1444,OUT045,14,Medium,Tier 2,Supermarket Type1,870.8664
10.1,Low Fat,0.279783532,Soft Drinks,241.8512,OUT010,18,Medium,Tier 3,Grocery Store,484.7024
9.895,Regular,0.048738014,Frozen Foods,262.1278,OUT049,17,Medium,Tier 1,Supermarket Type1,3904.917
11.5,Regular,0.020686161,Dairy,85.054,OUT017,9,Medium,Tier 2,Supermarket Type1,1731.08
18.25,Low Fat,0.079342006,Frozen Foods,226.0062,OUT049,17,Medium,Tier 1,Supermarket Type1,1805.6496
4.635,Low Fat,0.140889111,Breads,127.0994,OUT046,19,Small,Tier 1,Supermarket Type1,1927.491
18.5,Regular,0.062245149,Frozen Foods,145.8418,OUT035,12,Small,Tier 2,Supermarket Type1,5591.3884
5.365,Regular,0.140811559,Seafood,173.5764,OUT018,7,Medium,Tier 3,Supermarket Type2,2061.3168
6.095,Low Fat,0.08152738,Others,140.3154,OUT018,7,Medium,Tier 3,Supermarket Type2,1843.6002
16.75,Low Fat,0.081446638,Fruits and Vegetables,257.0988,OUT049,17,Medium,Tier 1,Supermarket Type1,6424.97
21.25,Low Fat,0.019462623,Snack Foods,120.8756,OUT045,14,Medium,Tier 2,Supermarket Type1,1575.2828
12.1,Low Fat,0.020684919,Snack Foods,148.5734,OUT017,9,Medium,Tier 2,Supermarket Type1,1336.2606
15.1,Low Fat,0.087604871,Meat,242.2512,OUT010,18,Medium,Tier 3,Grocery Store,484.7024
8.6,Regular,0,Breads,131.531,OUT049,17,Medium,Tier 1,Supermarket Type1,2466.789
17.6,Low Fat,0.041681059,Soft Drinks,164.2526,OUT049,17,Medium,Tier 1,Supermarket Type1,1315.6208
15.35,Low Fat,0.015676231,Others,144.047,OUT046,19,Small,Tier 1,Supermarket Type1,286.294
8.26,Low Fat,0.034397781,Hard Drinks,115.7834,OUT035,12,Small,Tier 2,Supermarket Type1,2073.3012
6.57,Low Fat,0.096880574,Household,191.482,OUT046,19,Small,Tier 1,Supermarket Type1,5020.132
11.6,Low Fat,0.017817285,Canned,177.0686,OUT018,7,Medium,Tier 3,Supermarket Type2,1422.1488
20.35,Regular,0.014909465,Fruits and Vegetables,232.3958,OUT017,9,Medium,Tier 2,Supermarket Type1,6076.0908
12.15,Low Fat,0,Others,254.904,OUT046,19,Small,Tier 1,Supermarket Type1,4048.064
17.35,Regular,0.041439718,Frozen Foods,93.7804,OUT013,29,High,Tier 3,Supermarket Type1,2848.2924
7,Low Fat,0.151405587,Canned,107.728,OUT046,19,Small,Tier 1,Supermarket Type1,2024.032
8.5,Low Fat,0.097803261,Canned,50.5324,OUT013,29,High,Tier 3,Supermarket Type1,882.8508
14.5,Regular,0.041313203,Canned,42.0454,OUT049,17,Medium,Tier 1,Supermarket Type1,377.5086
9.195,Regular,0.130657442,Meat,106.4596,OUT010,18,Medium,Tier 3,Grocery Store,215.7192
17.75,Regular,0.029700018,Fruits and Vegetables,140.3838,OUT049,17,Medium,Tier 1,Supermarket Type1,1404.838
8.775,Low Fat,0,Fruits and Vegetables,111.3228,OUT049,17,Medium,Tier 1,Supermarket Type1,1436.7964
16.7,Regular,0.070312473,Baking Goods,189.6214,OUT017,9,Medium,Tier 2,Supermarket Type1,2826.321
15.2,Low Fat,0.019064377,Snack Foods,238.2248,OUT049,17,Medium,Tier 1,Supermarket Type1,3555.372
20.5,Low Fat,0.020605032,Fruits and Vegetables,91.083,OUT046,19,Small,Tier 1,Supermarket Type1,539.298
5.21,Low Fat,0.011072173,Household,257.8962,OUT017,9,Medium,Tier 2,Supermarket Type1,4402.9354
10.3,Regular,0,Fruits and Vegetables,115.7176,OUT017,9,Medium,Tier 2,Supermarket Type1,1717.764
18.25,Low Fat,0.060342304,Starchy Foods,165.9526,OUT049,17,Medium,Tier 1,Supermarket Type1,1644.526
21.25,Low Fat,0.113833823,Health and Hygiene,232.83,OUT045,14,Medium,Tier 2,Supermarket Type1,1398.18
8.6,Low Fat,0.032615377,Health and Hygiene,142.9154,OUT035,12,Small,Tier 2,Supermarket Type1,992.7078
10.3,Regular,0.024935297,Baking Goods,172.0422,OUT049,17,Medium,Tier 1,Supermarket Type1,3966.1706
9.5,Low Fat,0.074345268,Snack Foods,251.9724,OUT046,19,Small,Tier 1,Supermarket Type1,3523.4136
9.3,Low Fat,0.042283454,Hard Drinks,125.4388,OUT035,12,Small,Tier 2,Supermarket Type1,3715.164
9.195,Regular,0.047387144,Frozen Foods,50.8666,OUT017,9,Medium,Tier 2,Supermarket Type1,871.5322
7.68,Low Fat,0.152865879,Health and Hygiene,84.9224,OUT045,14,Medium,Tier 2,Supermarket Type1,1619.2256
12.1,Low Fat,0.02984176,Soft Drinks,144.4444,OUT045,14,Medium,Tier 2,Supermarket Type1,3628.61
11.6,Low Fat,0.038511676,Dairy,57.7272,OUT035,12,Small,Tier 2,Supermarket Type1,503.3448
9.695,Regular,0.047622786,Frozen Foods,246.2144,OUT018,7,Medium,Tier 3,Supermarket Type2,3675.216
12,Low Fat,0.07554831,Baking Goods,121.9388,OUT046,19,Small,Tier 1,Supermarket Type1,3219.8088
19,Low Fat,0.067447572,Snack Foods,132.9626,OUT046,19,Small,Tier 1,Supermarket Type1,1967.439
6.38,Low Fat,0.03187163,Dairy,179.5344,OUT013,29,High,Tier 3,Supermarket Type1,4103.9912
20.5,Regular,0.112638016,Fruits and Vegetables,195.5478,OUT045,14,Medium,Tier 2,Supermarket Type1,3874.956
5.695,Regular,0.06797671,Breads,257.4988,OUT018,7,Medium,Tier 3,Supermarket Type2,3083.9856
19.2,Regular,0.142189843,Canned,153.8314,OUT010,18,Medium,Tier 3,Grocery Store,155.1314
20.35,Regular,0.014813268,Fruits and Vegetables,234.9958,OUT013,29,High,Tier 3,Supermarket Type1,5842.395
9.195,Low Fat,0.080442371,Household,107.7622,OUT010,18,Medium,Tier 3,Grocery Store,105.8622
17.85,Low Fat,0.03781972,Soft Drinks,191.6188,OUT035,12,Small,Tier 2,Supermarket Type1,2475.4444
14.6,Low Fat,0.025702994,Household,199.9084,OUT046,19,Small,Tier 1,Supermarket Type1,2380.9008
10.195,Regular,0.012483408,Meat,195.411,OUT045,14,Medium,Tier 2,Supermarket Type1,2749.754
17.85,Low Fat,0,Frozen Foods,148.005,OUT018,7,Medium,Tier 3,Supermarket Type2,898.83
7.5,Low Fat,0.036204764,Health and Hygiene,176.1028,OUT013,29,High,Tier 3,Supermarket Type1,1948.1308
6.59,Low Fat,0.026238087,Household,121.6098,OUT045,14,Medium,Tier 2,Supermarket Type1,2410.196
10.895,Low Fat,0.137584599,Dairy,262.2568,OUT017,9,Medium,Tier 2,Supermarket Type1,3954.852
14.6,Low Fat,0.059741172,Household,179.6976,OUT017,9,Medium,Tier 2,Supermarket Type1,5070.7328
9.6,Low Fat,0.051677051,Snack Foods,258.062,OUT018,7,Medium,Tier 3,Supermarket Type2,2856.282
10.3,Regular,0,Fruits and Vegetables,189.053,OUT045,14,Medium,Tier 2,Supermarket Type1,5313.084
17,Regular,0.016055615,Snack Foods,228.4352,OUT017,9,Medium,Tier 2,Supermarket Type1,8245.2672
8.645,Low Fat,0.021619564,Canned,50.6982,OUT049,17,Medium,Tier 1,Supermarket Type1,736.3748
16,Regular,0.173027688,Snack Foods,155.2972,OUT049,17,Medium,Tier 1,Supermarket Type1,3583.3356
6.155,Regular,0.095045476,Meat,213.456,OUT018,7,Medium,Tier 3,Supermarket Type2,2556.672
13.85,Regular,0.025891588,Frozen Foods,165.121,OUT035,12,Small,Tier 2,Supermarket Type1,2936.178
13.1,Low Fat,0.037793818,Fruits and Vegetables,173.8054,OUT017,9,Medium,Tier 2,Supermarket Type1,2801.6864
11.8,Low Fat,0.054460571,Hard Drinks,77.0012,OUT017,9,Medium,Tier 2,Supermarket Type1,2277.036
15.5,Regular,0.075736746,Baking Goods,265.5568,OUT035,12,Small,Tier 2,Supermarket Type1,4482.1656
14.15,Low Fat,0.014719325,Household,196.911,OUT010,18,Medium,Tier 3,Grocery Store,392.822
20.7,Low Fat,0.04903471,Fruits and Vegetables,39.9506,OUT017,9,Medium,Tier 2,Supermarket Type1,872.8638
15.2,Low Fat,0.035497039,Canned,216.7824,OUT010,18,Medium,Tier 3,Grocery Store,436.7648
11.5,Low Fat,0.017638893,Health and Hygiene,132.7626,OUT035,12,Small,Tier 2,Supermarket Type1,2885.5772
21.25,Low Fat,0.01945343,Snack Foods,120.8756,OUT049,17,Medium,Tier 1,Supermarket Type1,1454.1072
14.1,Low Fat,0.11326743,Baking Goods,54.5956,OUT046,19,Small,Tier 1,Supermarket Type1,1037.3164
9.395,Regular,0.109713464,Soft Drinks,41.3112,OUT017,9,Medium,Tier 2,Supermarket Type1,255.6672
7.895,Regular,0.094952408,Breakfast,101.1332,OUT018,7,Medium,Tier 3,Supermarket Type2,1332.9316
14,Low Fat,0.029026218,Health and Hygiene,131.331,OUT017,9,Medium,Tier 2,Supermarket Type1,3635.268
5.365,Regular,0.140123575,Seafood,172.0764,OUT013,29,High,Tier 3,Supermarket Type1,2748.4224
16.35,Low Fat,0.03272295,Meat,165.7842,OUT017,9,Medium,Tier 2,Supermarket Type1,1823.6262
15.75,Low Fat,0.135836828,Household,100.37,OUT017,9,Medium,Tier 2,Supermarket Type1,1298.31
7.5,Low Fat,0.036382524,Health and Hygiene,177.9028,OUT018,7,Medium,Tier 3,Supermarket Type2,1416.8224
14.8,Low Fat,0,Meat,189.3846,OUT013,29,High,Tier 3,Supermarket Type1,4777.115
7.07,Low Fat,0.094201018,Snack Foods,115.8834,OUT017,9,Medium,Tier 2,Supermarket Type1,1036.6506
20.5,Low Fat,0.143506376,Household,34.719,OUT049,17,Medium,Tier 1,Supermarket Type1,768.999
18,Low Fat,0.124428516,Frozen Foods,119.9124,OUT035,12,Small,Tier 2,Supermarket Type1,948.0992
9.5,Regular,0.221856492,Frozen Foods,231.8668,OUT010,18,Medium,Tier 3,Grocery Store,230.3668
15,Low Fat,0.071312064,Health and Hygiene,125.7362,OUT013,29,High,Tier 3,Supermarket Type1,3020.0688
20.1,Regular,0.022425236,Fruits and Vegetables,226.3036,OUT046,19,Small,Tier 1,Supermarket Type1,910.8144
11,Regular,0.133352623,Canned,219.7798,OUT049,17,Medium,Tier 1,Supermarket Type1,2644.5576
18.7,Low Fat,0.046079558,Health and Hygiene,151.5682,OUT035,12,Small,Tier 2,Supermarket Type1,1982.0866
15.15,Regular,0.066446521,Frozen Foods,147.976,OUT018,7,Medium,Tier 3,Supermarket Type2,732.38
14.1,Low Fat,0.066979957,Snack Foods,196.7084,OUT049,17,Medium,Tier 1,Supermarket Type1,3174.5344
8.42,Low Fat,0.187918654,Health and Hygiene,65.4168,OUT010,18,Medium,Tier 3,Grocery Store,127.8336
8.27,Low Fat,0.018813601,Health and Hygiene,237.988,OUT046,19,Small,Tier 1,Supermarket Type1,7190.64
8.615,Low Fat,0.116722514,Fruits and Vegetables,95.4436,OUT018,7,Medium,Tier 3,Supermarket Type2,567.2616
9.8,Low Fat,0.013863257,Soft Drinks,45.106,OUT049,17,Medium,Tier 1,Supermarket Type1,1398.18
13.65,Regular,0.026067434,Snack Foods,78.8302,OUT017,9,Medium,Tier 2,Supermarket Type1,713.0718
6.385,Regular,0.123710526,Snack Foods,37.1874,OUT046,19,Small,Tier 1,Supermarket Type1,247.0118
20.5,Low Fat,0.119547387,Baking Goods,108.9596,OUT049,17,Medium,Tier 1,Supermarket Type1,539.298
16.85,Regular,0.079690403,Snack Foods,113.4544,OUT046,19,Small,Tier 1,Supermarket Type1,2908.2144
7.785,Low Fat,0.088691614,Fruits and Vegetables,61.851,OUT035,12,Small,Tier 2,Supermarket Type1,1454.773
10.8,Low Fat,0.041950753,Health and Hygiene,190.0214,OUT045,14,Medium,Tier 2,Supermarket Type1,2449.4782
15,Regular,0.091018048,Canned,60.2904,OUT010,18,Medium,Tier 3,Grocery Store,117.1808
5.175,Low Fat,0.037398953,Canned,84.2224,OUT046,19,Small,Tier 1,Supermarket Type1,852.224
11.6,Low Fat,0.017845372,Canned,179.0686,OUT017,9,Medium,Tier 2,Supermarket Type1,5688.5952
6.775,Low Fat,0.105459307,Household,84.625,OUT045,14,Medium,Tier 2,Supermarket Type1,2496.75
9.31,Low Fat,0.038032068,Frozen Foods,61.351,OUT045,14,Medium,Tier 2,Supermarket Type1,822.263
15,Low Fat,0.064504433,Hard Drinks,47.306,OUT017,9,Medium,Tier 2,Supermarket Type1,652.484
13.3,Low Fat,0.021306635,Baking Goods,119.8124,OUT049,17,Medium,Tier 1,Supermarket Type1,1896.1984
16,Regular,0.116063284,Fruits and Vegetables,59.1246,OUT018,7,Medium,Tier 3,Supermarket Type2,753.0198
6.48,Low Fat,0.034091649,Snack Foods,146.2076,OUT017,9,Medium,Tier 2,Supermarket Type1,2364.9216
12.5,Low Fat,0.071230537,Starchy Foods,128.102,OUT035,12,Small,Tier 2,Supermarket Type1,885.514
8.39,Regular,0.024185517,Frozen Foods,115.7176,OUT013,29,High,Tier 3,Supermarket Type1,1374.2112
17.7,Regular,0.041163522,Fruits and Vegetables,80.8276,OUT017,9,Medium,Tier 2,Supermarket Type1,1868.2348
12.5,Regular,0,Fruits and Vegetables,80.8592,OUT010,18,Medium,Tier 3,Grocery Store,82.5592
15.6,Low Fat,0.087719692,Snack Foods,218.5798,OUT046,19,Small,Tier 1,Supermarket Type1,4407.596
10.65,Low Fat,0.048677482,Others,166.1526,OUT035,12,Small,Tier 2,Supermarket Type1,2466.789
12.35,Low Fat,0.041907648,Health and Hygiene,36.2216,OUT018,7,Medium,Tier 3,Supermarket Type2,346.216
6.035,Regular,0.065783783,Baking Goods,188.224,OUT046,19,Small,Tier 1,Supermarket Type1,5779.144
6.155,Regular,0.094807042,Meat,213.356,OUT049,17,Medium,Tier 1,Supermarket Type1,3835.008
16.75,Low Fat,0.128778474,Breads,89.1856,OUT013,29,High,Tier 3,Supermarket Type1,1581.9408
16.75,Low Fat,0.060668416,Dairy,172.4106,OUT045,14,Medium,Tier 2,Supermarket Type1,2908.8802
15.1,Low Fat,0.056067524,Household,139.8496,OUT018,7,Medium,Tier 3,Supermarket Type2,1270.3464
21.25,Low Fat,0.114066204,Health and Hygiene,233.03,OUT018,7,Medium,Tier 3,Supermarket Type2,5592.72
9.395,Regular,0.10039894,Baking Goods,89.6856,OUT046,19,Small,Tier 1,Supermarket Type1,878.856
17.6,Low Fat,0.097135675,Dairy,89.3856,OUT013,29,High,Tier 3,Supermarket Type1,1318.284
13.15,Regular,0.165616415,Fruits and Vegetables,172.6764,OUT049,17,Medium,Tier 1,Supermarket Type1,2061.3168
5.035,Regular,0,Breads,228.2036,OUT046,19,Small,Tier 1,Supermarket Type1,4781.7756
5.48,Low Fat,0.015138834,Frozen Foods,81.925,OUT045,14,Medium,Tier 2,Supermarket Type1,3079.325
19.35,Regular,0.031069993,Snack Foods,112.0544,OUT010,18,Medium,Tier 3,Grocery Store,223.7088
9.195,Low Fat,0.115535487,Frozen Foods,59.5246,OUT017,9,Medium,Tier 2,Supermarket Type1,810.9444
5.26,Regular,0.02454694,Breads,95.7068,OUT049,17,Medium,Tier 1,Supermarket Type1,1166.4816
6.235,Low Fat,0.118674359,Household,261.691,OUT046,19,Small,Tier 1,Supermarket Type1,3155.892
11.8,Regular,0.057421582,Meat,149.9366,OUT046,19,Small,Tier 1,Supermarket Type1,1662.5026
20.7,Regular,0.114022125,Dairy,92.9436,OUT013,29,High,Tier 3,Supermarket Type1,2174.5028
13.6,Low Fat,0.010033871,Household,177.937,OUT018,7,Medium,Tier 3,Supermarket Type2,2293.681
5.82,Low Fat,0.080765853,Household,169.179,OUT049,17,Medium,Tier 1,Supermarket Type1,2037.348
7.76,Low Fat,0.05930285,Snack Foods,98.77,OUT013,29,High,Tier 3,Supermarket Type1,1697.79
18.35,Low Fat,0.041753387,Hard Drinks,187.6872,OUT045,14,Medium,Tier 2,Supermarket Type1,2836.308
7.285,Low Fat,0.050065211,Dairy,157.4288,OUT045,14,Medium,Tier 2,Supermarket Type1,2042.6744
15.1,Regular,0.096020459,Meat,133.7942,OUT013,29,High,Tier 3,Supermarket Type1,2384.8956
7,Low Fat,0.15202235,Canned,106.628,OUT018,7,Medium,Tier 3,Supermarket Type2,639.168
18.35,Low Fat,0.03066757,Health and Hygiene,193.4162,OUT017,9,Medium,Tier 2,Supermarket Type1,2116.5782
13.8,Regular,0,Fruits and Vegetables,74.3012,OUT045,14,Medium,Tier 2,Supermarket Type1,1669.8264
18.35,Low Fat,0.03321399,Dairy,154.934,OUT046,19,Small,Tier 1,Supermarket Type1,1225.072
8.895,Regular,0.039120291,Baking Goods,206.8296,OUT045,14,Medium,Tier 2,Supermarket Type1,4154.592
15.5,Low Fat,0.053480419,Soft Drinks,42.377,OUT045,14,Medium,Tier 2,Supermarket Type1,1211.756
14.5,Regular,0.128520186,Baking Goods,101.4332,OUT045,14,Medium,Tier 2,Supermarket Type1,1948.1308
8.26,Low Fat,0.034544435,Hard Drinks,116.0834,OUT018,7,Medium,Tier 3,Supermarket Type2,1267.0174
10,Low Fat,0.073678663,Health and Hygiene,120.944,OUT018,7,Medium,Tier 3,Supermarket Type2,2037.348
9,Low Fat,0.079668739,Canned,79.6644,OUT018,7,Medium,Tier 3,Supermarket Type2,1571.288
5.655,Low Fat,0.085447928,Fruits and Vegetables,165.85,OUT045,14,Medium,Tier 2,Supermarket Type1,1830.95
18.6,Low Fat,0.080434451,Health and Hygiene,93.4436,OUT013,29,High,Tier 3,Supermarket Type1,1701.7848
15,Low Fat,0.044978225,Health and Hygiene,140.8838,OUT049,17,Medium,Tier 1,Supermarket Type1,2247.7408
20.5,Low Fat,0.023190134,Others,153.434,OUT045,14,Medium,Tier 2,Supermarket Type1,3981.484
8.785,Low Fat,0.025967624,Fruits and Vegetables,119.9414,OUT046,19,Small,Tier 1,Supermarket Type1,1462.0968
8.77,Regular,0.046962004,Fruits and Vegetables,173.8422,OUT018,7,Medium,Tier 3,Supermarket Type2,3448.844
18.75,Low Fat,0.05233528,Health and Hygiene,108.128,OUT017,9,Medium,Tier 2,Supermarket Type1,1065.28
19.85,Low Fat,0.17635245,Fruits and Vegetables,220.8772,OUT045,14,Medium,Tier 2,Supermarket Type1,4225.1668
17.5,Low Fat,0.013692598,Frozen Foods,259.7304,OUT018,7,Medium,Tier 3,Supermarket Type2,3616.6256
14.6,Low Fat,0,Others,242.3538,OUT035,12,Small,Tier 2,Supermarket Type1,5287.7836
11.8,Regular,0.093655728,Snack Foods,127.1704,OUT046,19,Small,Tier 1,Supermarket Type1,3004.0896
11.65,Regular,0.018275816,Meat,110.8544,OUT010,18,Medium,Tier 3,Grocery Store,111.8544
13.65,Regular,0.184167712,Canned,213.7902,OUT046,19,Small,Tier 1,Supermarket Type1,1274.3412
16.6,Low Fat,0.050392993,Canned,118.4124,OUT045,14,Medium,Tier 2,Supermarket Type1,3199.8348
18,Low Fat,0.008558144,Baking Goods,79.0618,OUT045,14,Medium,Tier 2,Supermarket Type1,1208.427
7.17,Regular,0.059820884,Fruits and Vegetables,130.3968,OUT049,17,Medium,Tier 1,Supermarket Type1,3523.4136
10.3,Low Fat,0.070149088,Dairy,264.5226,OUT049,17,Medium,Tier 1,Supermarket Type1,3436.1938
11.5,Low Fat,0.286357776,Snack Foods,123.9704,OUT010,18,Medium,Tier 3,Grocery Store,375.5112
7.855,Regular,0.161798604,Baking Goods,37.2848,OUT049,17,Medium,Tier 1,Supermarket Type1,745.696
17.35,Low Fat,0,Frozen Foods,72.2038,OUT017,9,Medium,Tier 2,Supermarket Type1,886.8456
9,Low Fat,0.032022535,Household,101.8016,OUT046,19,Small,Tier 1,Supermarket Type1,1720.4272
10.195,Regular,0.012458143,Meat,196.311,OUT046,19,Small,Tier 1,Supermarket Type1,589.233
15.7,Low Fat,0.037201127,Soft Drinks,181.7634,OUT013,29,High,Tier 3,Supermarket Type1,2544.6876
15.7,Low Fat,0.045274134,Frozen Foods,177.966,OUT049,17,Medium,Tier 1,Supermarket Type1,3415.554
8.88,Low Fat,0.098603729,Household,210.727,OUT035,12,Small,Tier 2,Supermarket Type1,4194.54
15.2,Low Fat,0.097457483,Health and Hygiene,114.4492,OUT018,7,Medium,Tier 3,Supermarket Type2,579.246
10.195,Low Fat,0.051661272,Breads,33.3558,OUT046,19,Small,Tier 1,Supermarket Type1,848.895
6.67,Regular,0,Snack Foods,133.0626,OUT049,17,Medium,Tier 1,Supermarket Type1,1573.9512
8.975,Regular,0,Canned,84.9224,OUT018,7,Medium,Tier 3,Supermarket Type2,1278.336
13.8,Low Fat,0.058339153,Dairy,246.2802,OUT018,7,Medium,Tier 3,Supermarket Type2,1228.401
16.35,Low Fat,0.020544065,Fruits and Vegetables,49.9324,OUT035,12,Small,Tier 2,Supermarket Type1,259.662
6.11,Regular,0.103503049,Fruits and Vegetables,129.6968,OUT017,9,Medium,Tier 2,Supermarket Type1,1174.4712
7.785,Low Fat,0.140342195,Dairy,105.6306,OUT017,9,Medium,Tier 2,Supermarket Type1,627.1836
18.85,Low Fat,0.036031137,Meat,60.4562,OUT035,12,Small,Tier 2,Supermarket Type1,1125.8678
6.65,Low Fat,0.087669485,Fruits and Vegetables,127.2678,OUT046,19,Small,Tier 1,Supermarket Type1,2416.1882
7.5,Low Fat,0,Household,59.2588,OUT049,17,Medium,Tier 1,Supermarket Type1,916.1408
5.985,Low Fat,0.005661669,Baking Goods,186.5924,OUT013,29,High,Tier 3,Supermarket Type1,2591.2936
